lat,lon,extremLat,extremLon,averageSpeed,normalizedByLog,normalizedByMinMax,customScale,north,south,east,west
38.20531111111112,-8.574815277777779,38.2053,-8.56449,93.85833333333332,0.0,8.650537634408602,40.0,-8.564489994021624,-8.585140561533933,38.215636394867275,38.19498582735497
38.566289999999995,-8.618532400000001,38.5782,-8.62051,100.396,0.0,9.253087557603687,40.0,-8.606459330723293,-8.63060546927671,38.578363069276705,38.554216930723285
38.602134,-8.653261199999998,38.6015,-8.66839,100.46,0.0,9.258986175115208,40.0,-8.638119121363294,-8.668403278636701,38.6172760786367,38.5869919213633
38.674493749999996,-9.173859687499998,38.6672,-9.1722,94.63124999999998,0.0,8.721774193548386,40.0,-9.16637949019912,-9.181339884800877,38.681973947300875,38.66701355269912
38.206644117647066,-8.55231705882353,38.2053,-8.56194,99.20294117647057,0.0,9.143128219029546,40.0,-8.542600698952931,-8.562033418694128,38.21636047751766,38.19692775777647
38.58147666666668,-8.867096333333333,38.5823,-8.85838,100.62666666666664,0.0,9.274347158218124,40.0,-8.858341200864004,-8.875851465802661,38.59023179913601,38.57272153419735
38.29955625000001,-8.508731562500001,38.292,-8.50922,100.6875,0.0,9.279953917050692,40.0,-8.501159542607395,-8.516303582392608,38.307128269892615,38.2919842301074
38.58635599999999,-8.778848,38.5832,-8.79349,100.63400000000001,0.0,9.275023041474656,40.0,-8.763869732409923,-8.793826267590077,38.60133426759006,38.571377732409914
38.022094736842114,-8.741663684210524,38.031,-8.74015,100.80526315789474,0.0,9.290807664322097,40.0,-8.732630691804882,-8.750696676616165,38.03112772924776,38.01306174443647
38.58544615384616,-8.90464153846154,38.5851,-8.91247,100.48846153846151,0.0,9.261609358383549,40.0,-8.896805427656787,-8.912477649266293,38.59328226465092,38.57761004304141
38.003505555555556,-8.744150000000003,37.9983,-8.75056,98.35277777777782,0.0,9.06477214541731,40.0,-8.73589252407561,-8.752407475924397,38.01176303147995,37.99524807963116
38.595513999999994,-8.748334200000002,38.5905,-8.76203,100.37000000000003,0.0,9.250691244239635,40.0,-8.733749443106593,-8.762918956893412,38.61009875689341,38.58092924310658
38.356248,-8.493530199999999,38.345,-8.49886,100.37000000000002,0.0,9.250691244239633,40.0,-8.48108334208163,-8.505977057918367,38.36869485791837,38.34380114208163
38.444627999999994,-8.5245942,38.4565,-8.52684,100.79399999999998,0.0,9.289769585253454,40.0,-8.512511650532272,-8.536676749467727,38.45671054946772,38.43254545053227
38.584186,-8.810762599999999,38.5829,-8.79569,101.04800000000002,0.0,9.313179723502307,40.0,-8.795635238473283,-8.825889961526714,38.59931336152672,38.56905863847329
