lat,lon,extremLat,extremLon,averageSpeed,normalizedByLog,normalizedByMinMax,customScale,north,south,east,west
37.34992187500001,-8.8009078125,37.3562,-8.8006,83.78125000000001,0.0,7.721774193548389,40.0,-8.794622146103292,-8.807193478896709,37.356207541396714,37.3436362086033
37.908605263157895,-8.77684947368421,37.9111,-8.78009,80.06842105263156,0.0,7.379577977201066,40.0,-8.77275988657612,-8.780939060792301,37.912694850265986,37.904515676049805
38.174206250000005,-8.643273124999999,38.1801,-8.64017,85.97812499999999,0.0,7.924251152073732,40.0,-8.636612368749534,-8.649933881250464,38.180867006250466,38.16754549374954
37.07108437499999,-8.91878875,37.0656,-8.92276,84.584375,0.0,7.795794930875576,40.0,-8.91201754658384,-8.925559953416158,37.07785557841615,37.064313171583834
37.46733666666666,-8.750159333333333,37.4722,-8.74567,84.53333333333333,0.0,7.7910906298003075,40.0,-8.743540713772658,-8.756777952894007,37.47395528622734,37.460718047105985
37.57832083333333,-8.778784583333335,37.5829,-8.77841,83.7,0.0,7.714285714285714,40.0,-8.774190121445933,-8.783379045220737,37.58291529522073,37.57372637144593
37.93565151515151,-8.821378181818181,37.9326,-8.81408,82.52121212121213,0.0,7.605641670157801,40.0,-8.813467732869409,-8.829288630766953,37.94356196410028,37.92774106620274
38.1163027027027,-8.649291891891892,38.1099,-8.64412,88.60540540540543,0.0,8.166396811558105,40.0,-8.641061274196936,-8.657522509586848,38.12453332039765,38.10807208500774
38.063057894736836,-8.704721052631578,38.0617,-8.70889,82.89999999999999,0.0,7.640552995391705,40.0,-8.700336534382444,-8.709105570880713,38.06744241298597,38.058673376487704
37.972251020408166,-8.81992,37.9748,-8.80606,87.51020408163264,0.0,8.065456597385497,40.0,-8.805827558871524,-8.834012441128476,37.98634346153664,37.95815857927969
37.64380384615385,-8.78718153846154,37.6482,-8.78978,82.7923076923077,0.0,7.630627437079051,40.0,-8.782074859403103,-8.792288217519978,37.64891052521229,37.638697167095415
37.05835862068966,-8.923198965517242,37.064,-8.9229,84.1103448275862,0.0,7.752105514063245,40.0,-8.917549669905961,-8.928848261128524,37.06400791630094,37.05270932507838
37.567683333333335,-8.777800833333334,37.5723,-8.77855,81.66666666666667,0.0,7.526881720430108,40.0,-8.7731237763735,-8.782477890293167,37.57236039029317,37.5630062763735
