lat,lon,extremLat,extremLon,averageSpeed,normalizedByLog,normalizedByMinMax,customScale,north,south,east,west
37.435902702702705,-8.757933243243244,37.4344,-8.76258,61.25675675675676,0.0,5.645784032880807,30.0,-8.753049549582787,-8.7628169369037,37.440786396363166,37.431019009042245
37.90270740740741,-8.770810740740739,37.899,-8.76949,61.48518518518518,0.0,5.666837344256699,30.0,-8.766875105367793,-8.774746376113685,37.90664304278036,37.898771772034465
37.527546874999985,-8.765201249999999,37.5264,-8.77222,69.74062500000002,0.0,6.4277073732718915,30.0,-8.758089416633833,-8.772313083366164,37.53465870836615,37.52043504163382
37.36431333333335,-8.80064,37.3591,-8.80062,67.16000000000001,0.0,6.189861751152075,30.0,-8.795426628303618,-8.805853371696381,37.369526705029735,37.359099961636964
37.92937941176471,-8.806530588235296,37.9261,-8.80044,69.65,0.0,6.419354838709678,30.0,-8.799613232774252,-8.813447943696339,37.93629676722575,37.922462056303665
37.08771212121213,-8.910649090909091,37.0833,-8.90757,68.84545454545454,0.0,6.3452031839128615,30.0,-8.90526879217975,-8.916029389638432,37.09309241994147,37.082331822482786
37.300415625,-8.79967125,37.3052,-8.80137,69.753125,0.0,6.4288594470046085,30.0,-8.794594243430856,-8.804748256569143,37.305492631569145,37.295338618430854
37.179952,-8.890745599999999,37.1822,-8.89455,66.684,0.0,6.145990783410138,30.0,-8.886326667622148,-8.89516453237785,37.18437093237785,37.17553306762215
37.96605588235294,-8.830594705882351,37.9613,-8.82663,65.37941176470588,0.0,6.025752236378422,30.0,-8.824402992897356,-8.836786418867346,37.97224759533793,37.95986416936795
38.73154838709678,-9.165769032258064,38.7353,-9.16258,61.79354838709676,0.0,5.695257915861453,30.0,-9.160845159176983,-9.170692905339145,38.73647226017786,38.7266245140157
37.28974705882354,-8.799083235294116,37.2846,-8.80117,69.8029411764706,0.0,6.433450799674709,30.0,-8.79352924560465,-8.804637224983582,37.295301048513004,37.28419306913407
37.16571794871794,-8.876129230769234,37.1707,-8.88029,65.20769230769231,0.0,6.009925558312656,30.0,-8.869638249674766,-8.882620211863701,37.172208929812406,37.159226967623475
37.598226829268285,-8.773265365853659,37.6,-8.77789,62.43658536585365,0.0,5.754523996852871,30.0,-8.768312450002233,-8.778218281705085,37.60317974511971,37.59327391341686
37.748816129032264,-8.759256451612902,37.7445,-8.76271,60.954838709677425,0.0,5.617957484762896,30.0,-8.753728706477212,-8.764784196748593,37.75434387416796,37.74328838389657
37.34054615384615,-8.79827730769231,37.3423,-8.80151,64.68846153846154,0.0,5.962070187876639,30.0,-8.794599499120947,-8.801955116263672,37.34422396241751,37.33686834527479
37.6229875,-8.78274,37.6286,-8.78332,60.31249999999999,0.0,5.558755760368663,30.0,-8.777097610767594,-8.788382389232407,37.62862988923241,37.617345110767594
38.69788695652174,-9.178946956521742,38.7014,-9.17969,66.62173913043478,0.0,6.1402524544179515,30.0,-9.175356192245058,-9.182537720798425,38.70147772079843,38.694296192245055
37.48585600000001,-8.722301999999999,37.4899,-8.72228,69.76799999999999,0.0,6.430230414746543,30.0,-8.718257940158715,-8.726346059841283,37.4899000598413,37.48181194015873
37.19859062499999,-8.861109375,37.1986,-8.85459,65.52499999999999,0.0,6.039170506912442,30.0,-8.854589993259278,-8.867628756740721,37.20511000674071,37.192071243259264
37.15635806451613,-8.869493870967743,37.1603,-8.87064,61.08709677419356,0.0,5.630147168128439,30.0,-8.865388695317712,-8.873599046617773,37.16046324016616,37.152252888866094
37.021512903225805,-8.93866225806452,37.0268,-8.93733,68.91935483870967,0.0,6.352014270848818,30.0,-8.933209891252739,-8.9441146248763,37.026965270037586,37.016060536414024
37.200546666666675,-8.848182333333332,37.2025,-8.84323,63.593333333333334,0.0,5.861136712749616,30.0,-8.842858695802892,-8.853505970863772,37.20587030419711,37.19522302913624
37.65802812500001,-8.759862187500001,37.6631,-8.75948,62.684375,0.0,5.777361751152074,30.0,-8.754775933151201,-8.764948441848802,37.66311437934881,37.652941870651205
