lat,lon,extremLat,extremLon,averageSpeed,normalizedByLog,normalizedByMinMax,customScale,north,south,east,west
37.3748306122449,-8.798798163265307,37.3814,-8.79496,53.91020408163266,0.0,4.9686824038371125,20.0,-8.791189723692831,-8.806406602837782,37.38243905181737,37.36722217267243
37.210587179487185,-8.837935897435898,37.2198,-8.83457,53.637179487179495,0.0,4.943518846744654,20.0,-8.828127465994005,-8.847744328877791,37.22039561092908,37.20077874804529
37.52557894736842,-8.777196315789473,37.5261,-8.7739,59.98421052631578,0.0,5.528498666019887,20.0,-8.773859072371799,-8.780533559207147,37.5289161907861,37.52224170395075
37.19978387096774,-8.871337741935484,37.1998,-8.87669,58.751612903225805,0.0,5.4148951984539915,20.0,-8.8659854595686,-8.876690024302368,37.20513615333463,37.19443158860086
37.525114814814806,-8.755517037037036,37.523,-8.75118,57.75925925925927,0.0,5.323434033111453,20.0,-8.750691860153072,-8.760342213921,37.52993999169877,37.520289637930844
37.39822340425532,-8.781212765957447,37.4035,-8.77571,53.7808510638298,0.0,4.956760466712424,20.0,-8.773588928614268,-8.788836603300625,37.405847241598494,37.390599566912144
37.844237500000006,-8.7670046875,37.8481,-8.7675,53.481249999999996,0.0,4.929147465437787,20.0,-8.763110558493068,-8.770898816506932,37.848131629006936,37.840343370993075
37.25918275862069,-8.813317931034483,37.2628,-8.81082,59.16551724137929,0.0,5.453043063721593,20.0,-8.808922013081515,-8.81771384898745,37.26357867657366,37.25478684066772
37.94113225806451,-8.829710967741935,37.9446,-8.82664,53.3935483870968,0.0,4.92106436747436,20.0,-8.82507889725422,-8.83434303822965,37.94576432855223,37.9365001875768
37.32213823529412,-8.796673529411764,37.3257,-8.79306,59.132352941176464,0.0,5.449986446191379,20.0,-8.791599698252796,-8.801747360570733,37.327212066453086,37.31706440413515
37.78210886075951,-8.78289506329114,37.7937,-8.78038,55.42025316455696,0.0,5.107857434521379,20.0,-8.77103420108593,-8.794755925496348,37.79396972296472,37.7702479985543
37.65600000000001,-8.780290689655173,37.6544,-8.78981,52.94827586206896,0.0,4.88002542507548,20.0,-8.77063785227743,-8.789943527032916,37.665652837377756,37.64634716262227
37.50857424242424,-8.720688787878787,37.5121,-8.72662,53.253030303030314,0.0,4.908113391984361,20.0,-8.713788770218676,-8.727588805538899,37.515474260084346,37.50167422476413
37.423115789473684,-8.766459736842108,37.4174,-8.76674,58.136842105263156,0.0,5.35823429541596,20.0,-8.76073708040081,-8.772182393283407,37.428838445914984,37.417393133032384
37.18733125,-8.893003541666667,37.1942,-8.88963,57.54375000000002,0.0,5.303571428571431,20.0,-8.885351057760165,-8.90065602557317,37.194983733906504,37.179678766093495
