"ts";"value"
"2017-02-03 08:10:48.000000";"67,1892"
"2017-02-03 08:10:49.000000";"68,1818"
"2017-02-03 08:10:50.000000";"60,7903"
"2017-02-03 08:10:51.000000";"99,1736"
"2017-02-03 08:10:52.000000";"76,3359"
"2017-02-03 08:10:53.000000";"68,6499"
"2017-02-03 08:10:54.000000";"70,0935"
"2017-02-03 08:10:55.000000";"68,1044"
"2017-02-03 08:10:56.000000";"50,8044"
"2017-02-03 08:10:58.000000";"50"
"2017-02-03 08:10:59.000000";"73,3496"
"2017-02-03 08:11:00.000000";"77,9221"
"2017-02-03 08:11:02.000000";"77,0218"
"2017-02-03 08:11:03.000000";"73,2601"
"2017-02-03 08:11:04.000000";"166,205"
"2017-02-03 08:11:05.000000";"74,7198"
"2017-02-03 08:11:33.000000";"72,7273"
"2017-02-03 08:11:34.000000";"73,5294"
"2017-02-03 08:11:35.000000";"97,4026"
"2017-02-03 08:11:36.000000";"84,507"
"2017-02-03 08:11:37.000000";"142,857"
"2017-02-03 08:11:39.000000";"171,92"
"2017-02-03 08:11:40.000000";"178,571"
"2017-02-03 08:11:41.000000";"150"
"2017-02-03 08:11:42.000000";"81,9672"
"2017-02-03 08:11:43.000000";"44,9438"
"2017-02-03 08:11:44.000000";"136,364"
"2017-02-03 08:11:45.000000";"115,163"
"2017-02-03 08:11:46.000000";"159,151"
"2017-02-03 08:11:54.000000";"127,119"
"2017-02-03 08:11:55.000000";"83,1025"
"2017-02-03 08:11:56.000000";"49,0597"
"2017-02-03 08:11:58.000000";"49,0196"
"2017-02-03 08:11:59.000000";"53,5236"
"2017-02-03 08:12:01.000000";"142,18"
"2017-02-03 08:12:04.000000";"156,658"
"2017-02-03 08:12:05.000000";"84,2697"
"2017-02-03 08:12:11.000000";"84,0336"
"2017-02-03 08:12:17.000000";"74,813"
"2017-02-03 08:12:18.000000";"101,351"
"2017-02-03 08:12:19.000000";"61,1621"
"2017-02-03 08:12:20.000000";"76,4331"
