"ts";"lat";"lon";"value"
"2017-02-03 07:47:39.000000";"38.7421";"-9.16563";"105.82"
"2017-02-03 07:47:41.000000";"38.7421";"-9.16562";"60.1202"
"2017-02-03 07:47:43.000000";"38.7421";"-9.16556";"59.18"
"2017-02-03 07:47:45.000000";"38.7422";"-9.16547";"58.2398"
"2017-02-03 07:47:47.000000";"38.7422";"-9.16532";"57.2997"
"2017-02-03 07:47:49.000000";"38.7422";"-9.16518";"56.3595"
"2017-02-03 07:47:51.000000";"38.7422";"-9.16501";"55.4193"
"2017-02-03 07:47:53.000000";"38.7421";"-9.16486";"54.4791"
"2017-02-03 07:47:55.000000";"38.742";"-9.16472";"53.5389"
"2017-02-03 07:47:56.000000";"38.7419";"-9.16454";"53.0688"
"2017-02-03 07:47:58.000000";"38.7417";"-9.16434";"52.1286"
"2017-02-03 07:48:00.000000";"38.7416";"-9.16414";"50.9771"
"2017-02-03 07:48:02.000000";"38.7414";"-9.16396";"159.574"
"2017-02-03 07:48:04.000000";"38.7414";"-9.16386";"159.222"
"2017-02-03 07:48:06.000000";"38.7413";"-9.16368";"158.87"
"2017-02-03 07:48:08.000000";"38.7412";"-9.16349";"158.518"
"2017-02-03 07:48:10.000000";"38.7411";"-9.16329";"158.166"
"2017-02-03 07:48:12.000000";"38.741";"-9.16307";"157.814"
"2017-02-03 07:48:14.000000";"38.7409";"-9.16286";"157.462"
"2017-02-03 07:48:16.000000";"38.7408";"-9.1627";"157.11"
"2017-02-03 07:48:18.000000";"38.7408";"-9.16257";"156.758"
"2017-02-03 07:48:20.000000";"38.7408";"-9.16247";"156.406"
"2017-02-03 07:48:22.000000";"38.7408";"-9.16241";"156.054"
"2017-02-03 07:48:24.000000";"38.7408";"-9.16237";"155.702"
"2017-02-03 07:48:26.000000";"38.7408";"-9.16233";"155.35"
"2017-02-03 07:48:28.000000";"38.7409";"-9.16231";"154.998"
"2017-02-03 07:48:30.000000";"38.7409";"-9.16231";"154.646"
"2017-02-03 07:48:32.000000";"38.7409";"-9.16229";"154.293"
"2017-02-03 07:48:34.000000";"38.7409";"-9.1622";"153.941"
"2017-02-03 07:48:36.000000";"38.7409";"-9.16209";"153.589"
"2017-02-03 07:48:38.000000";"38.7408";"-9.16195";"153.237"
"2017-02-03 07:48:39.000000";"38.7408";"-9.16187";"153.061"
"2017-02-03 07:48:41.000000";"38.7408";"-9.16168";"108.108"
"2017-02-03 07:48:43.000000";"38.7409";"-9.16146";"109.02"
"2017-02-03 07:48:45.000000";"38.7409";"-9.1612";"118.257"
"2017-02-03 07:48:47.000000";"38.7409";"-9.16092";"114.77"
"2017-02-03 07:48:56.000000";"38.7409";"-9.15973";"99.0787"
"2017-02-03 07:48:57.000000";"38.7409";"-9.15952";"97.3352"
"2017-02-03 07:48:59.000000";"38.7409";"-9.15931";"93.8483"
"2017-02-03 07:49:01.000000";"38.7409";"-9.15913";"90.3614"
"2017-02-03 07:49:03.000000";"38.7407";"-9.15901";"82.6446"
"2017-02-03 07:49:05.000000";"38.7407";"-9.15896";"148.515"
"2017-02-03 07:49:07.000000";"38.7405";"-9.15885";"134.223"
"2017-02-03 07:49:09.000000";"38.7403";"-9.15875";"128.697"
"2017-02-03 07:49:11.000000";"38.7401";"-9.15863";"123.171"
"2017-02-03 07:49:13.000000";"38.7399";"-9.15849";"117.645"
"2017-02-03 07:49:15.000000";"38.7396";"-9.15835";"112.119"
"2017-02-03 07:49:17.000000";"38.7394";"-9.15823";"106.593"
"2017-02-03 07:49:19.000000";"38.7392";"-9.15814";"101.067"
"2017-02-03 07:49:21.000000";"38.739";"-9.15808";"95.5414"
"2017-02-03 07:49:23.000000";"38.7389";"-9.15805";"50"
"2017-02-03 07:49:25.000000";"38.7387";"-9.15811";"75.3052"
"2017-02-03 07:49:27.000000";"38.7387";"-9.15824";"100.61"
"2017-02-03 07:49:29.000000";"38.7386";"-9.15839";"125.916"
"2017-02-03 07:49:31.000000";"38.7385";"-9.1585";"69.9301"
"2017-02-03 07:49:33.000000";"38.7385";"-9.15856";"67.7103"
"2017-02-03 07:49:35.000000";"38.7384";"-9.15858";"65.4906"
"2017-02-03 07:49:37.000000";"38.7382";"-9.15858";"63.2709"
"2017-02-03 07:49:39.000000";"38.7381";"-9.15852";"61.0511"
"2017-02-03 07:49:40.000000";"38.738";"-9.15847";"59.9413"
"2017-02-03 07:49:42.000000";"38.7379";"-9.15836";"57.7215"
"2017-02-03 07:49:44.000000";"38.7377";"-9.15826";"55.5018"
"2017-02-03 07:49:46.000000";"38.7375";"-9.15822";"53.282"
"2017-02-03 07:49:48.000000";"38.7373";"-9.15828";"51.0623"
"2017-02-03 07:49:50.000000";"38.7371";"-9.15845";"48.8426"
"2017-02-03 07:49:52.000000";"38.7369";"-9.1587";"49.9584"
"2017-02-03 07:49:54.000000";"38.7367";"-9.159";"120"
"2017-02-03 07:49:56.000000";"38.7366";"-9.15937";"40.4585"
"2017-02-03 07:49:58.000000";"38.7365";"-9.15974";"74.2579"
"2017-02-03 07:50:00.000000";"38.7363";"-9.16012";"77.5194"
"2017-02-03 07:50:02.000000";"38.7362";"-9.16051";"75.3217"
"2017-02-03 07:50:04.000000";"38.7361";"-9.16091";"73.124"
"2017-02-03 07:50:06.000000";"38.7359";"-9.16132";"70.9262"
"2017-02-03 07:50:13.000000";"38.7353";"-9.16258";"46.0123"
"2017-02-03 07:50:15.000000";"38.735";"-9.16289";"125.262"
"2017-02-03 07:50:17.000000";"38.7348";"-9.16319";"120"
"2017-02-03 07:50:19.000000";"38.7345";"-9.16346";"158.73"
"2017-02-03 07:50:21.000000";"38.7342";"-9.16369";"170.455"
"2017-02-03 07:50:22.000000";"38.7339";"-9.16387";"79.1557"
"2017-02-03 07:50:24.000000";"38.7336";"-9.16405";"79.0514"
"2017-02-03 07:50:26.000000";"38.7332";"-9.16422";"91.2552"
"2017-02-03 07:50:28.000000";"38.7331";"-9.16431";"79.1557"
"2017-02-03 07:50:30.000000";"38.7327";"-9.16448";"100.438"
"2017-02-03 07:50:32.000000";"38.7324";"-9.16465";"121.721"
"2017-02-03 07:50:34.000000";"38.7321";"-9.16481";"143.003"
"2017-02-03 07:50:36.000000";"38.7318";"-9.16498";"164.286"
"2017-02-03 07:50:38.000000";"38.7315";"-9.16514";"76.2389"
"2017-02-03 07:50:40.000000";"38.7312";"-9.1653";"50.4202"
"2017-02-03 07:50:42.000000";"38.7309";"-9.16546";"152.672"
"2017-02-03 07:50:44.000000";"38.7306";"-9.16561";"47.4684"
"2017-02-03 07:50:45.000000";"38.7304";"-9.1658";"49.2207"
"2017-02-03 07:50:47.000000";"38.7303";"-9.1659";"78.9474"
"2017-02-03 07:50:49.000000";"38.7301";"-9.16613";"78.0234"
"2017-02-03 07:50:51.000000";"38.7299";"-9.16643";"77.7372"
"2017-02-03 07:50:53.000000";"38.7299";"-9.16674";"77.4511"
"2017-02-03 07:50:55.000000";"38.7299";"-9.16708";"77.1649"
"2017-02-03 07:50:57.000000";"38.7299";"-9.16742";"88.6263"
"2017-02-03 07:50:59.000000";"38.7299";"-9.16777";"88.1057"
"2017-02-03 07:51:01.000000";"38.7299";"-9.1681";"92.8556"
"2017-02-03 07:51:03.000000";"38.7298";"-9.16842";"97.6055"
"2017-02-03 07:51:05.000000";"38.7296";"-9.1687";"102.355"
"2017-02-03 07:51:07.000000";"38.7294";"-9.16896";"107.105"
"2017-02-03 07:51:09.000000";"38.7292";"-9.16922";"111.855"
"2017-02-03 07:51:11.000000";"38.729";"-9.16948";"116.605"
"2017-02-03 07:51:19.000000";"38.7284";"-9.17051";"155.844"
"2017-02-03 07:51:20.000000";"38.7284";"-9.17081";"149.334"
"2017-02-03 07:51:22.000000";"38.7285";"-9.17112";"136.313"
"2017-02-03 07:51:24.000000";"38.7286";"-9.17136";"123.293"
"2017-02-03 07:51:26.000000";"38.7287";"-9.17147";"110.272"
"2017-02-03 07:51:28.000000";"38.7289";"-9.1717";"97.2512"
"2017-02-03 07:51:30.000000";"38.729";"-9.17195";"84.2305"
"2017-02-03 07:51:32.000000";"38.7289";"-9.17223";"72.904"
"2017-02-03 07:51:34.000000";"38.7288";"-9.17248";"56.8182"
"2017-02-03 07:51:36.000000";"38.7286";"-9.17266";"61.3196"
"2017-02-03 07:51:38.000000";"38.7284";"-9.1728";"61.0376"
"2017-02-03 07:51:40.000000";"38.7282";"-9.17292";"61.0376"
"2017-02-03 07:51:42.000000";"38.728";"-9.17299";"61.0376"
"2017-02-03 07:51:44.000000";"38.7279";"-9.17305";"61.0376"
"2017-02-03 07:51:46.000000";"38.7278";"-9.17307";"45.0789"
"2017-02-03 07:51:48.000000";"38.7278";"-9.17307";"45.0113"
"2017-02-03 07:51:50.000000";"38.7278";"-9.17307";"40.4221"
"2017-02-03 07:51:52.000000";"38.7278";"-9.17307";"80.3213"
"2017-02-03 07:51:54.000000";"38.7278";"-9.17307";"40.2955"
"2017-02-03 07:51:56.000000";"38.7278";"-9.17307";"79.3663"
"2017-02-03 07:51:57.000000";"38.7278";"-9.17307";"79.0514"
"2017-02-03 07:51:59.000000";"38.7278";"-9.17307";"105.271"
"2017-02-03 07:52:01.000000";"38.7278";"-9.17307";"104.545"
"2017-02-03 07:52:03.000000";"38.7278";"-9.17307";"103.819"
"2017-02-03 07:52:05.000000";"38.7278";"-9.17307";"103.093"
"2017-02-03 07:52:07.000000";"38.7278";"-9.17307";"149.307"
"2017-02-03 07:52:09.000000";"38.7278";"-9.17307";"81.4111"
"2017-02-03 07:52:11.000000";"38.7278";"-9.17307";"88.3652"
"2017-02-03 07:52:13.000000";"38.7278";"-9.17307";"62.2407"
"2017-02-03 07:52:15.000000";"38.7278";"-9.17307";"62.0476"
"2017-02-03 07:52:17.000000";"38.7278";"-9.17309";"106.432"
"2017-02-03 07:52:19.000000";"38.7277";"-9.17314";"107.655"
"2017-02-03 07:52:21.000000";"38.7276";"-9.1732";"108.878"
"2017-02-03 07:52:28.000000";"38.727";"-9.17337";"79.3651"
"2017-02-03 07:52:30.000000";"38.7268";"-9.17334";"57.4985"
"2017-02-03 07:52:32.000000";"38.7266";"-9.1733";"59.9251"
"2017-02-03 07:52:34.000000";"38.7263";"-9.17326";"62.3518"
"2017-02-03 07:52:36.000000";"38.7261";"-9.17323";"64.7784"
"2017-02-03 07:52:38.000000";"38.7258";"-9.17323";"67.2051"
"2017-02-03 07:52:40.000000";"38.7256";"-9.17328";"69.6317"
"2017-02-03 07:52:42.000000";"38.7254";"-9.17339";"72.0584"
"2017-02-03 07:52:43.000000";"38.7252";"-9.17355";"73.2717"
"2017-02-03 07:52:45.000000";"38.7251";"-9.17375";"75.6984"
"2017-02-03 07:52:47.000000";"38.7249";"-9.17397";"78.125"
"2017-02-03 07:52:49.000000";"38.7248";"-9.1741";"48.3112"
"2017-02-03 07:52:51.000000";"38.7247";"-9.17437";"81.4111"
"2017-02-03 07:52:53.000000";"38.7245";"-9.17467";"80.4393"
"2017-02-03 07:52:55.000000";"38.7243";"-9.17498";"79.1557"
"2017-02-03 07:52:57.000000";"38.724";"-9.17531";"140.998"
"2017-02-03 07:52:59.000000";"38.7238";"-9.1756";"162.722"
"2017-02-03 07:53:01.000000";"38.7235";"-9.17581";"144.326"
"2017-02-03 07:53:03.000000";"38.7232";"-9.17597";"125.93"
"2017-02-03 07:53:05.000000";"38.7228";"-9.17611";"113.341"
"2017-02-03 07:53:07.000000";"38.7224";"-9.17625";"106.56"
"2017-02-03 07:53:09.000000";"38.722";"-9.1764";"99.7791"
"2017-02-03 07:53:11.000000";"38.7216";"-9.17654";"92.9981"
"2017-02-03 07:53:13.000000";"38.7212";"-9.17666";"86.2171"
"2017-02-03 07:53:15.000000";"38.7208";"-9.17672";"79.4361"
"2017-02-03 07:53:17.000000";"38.7204";"-9.17672";"101.351"
"2017-02-03 07:53:19.000000";"38.72";"-9.17664";"79.7872"
"2017-02-03 07:53:21.000000";"38.7195";"-9.1765";"84.4496"
"2017-02-03 07:53:23.000000";"38.7191";"-9.17636";"84.1932"
"2017-02-03 07:53:24.000000";"38.7187";"-9.17625";"84.3528"
"2017-02-03 07:53:26.000000";"38.7183";"-9.17621";"84.672"
"2017-02-03 07:53:28.000000";"38.7178";"-9.17623";"84.9913"
"2017-02-03 07:53:38.000000";"38.7159";"-9.17704";"40.2168"
"2017-02-03 07:53:40.000000";"38.7154";"-9.17722";"86.3309"
"2017-02-03 07:53:41.000000";"38.715";"-9.17736";"86.2484"
"2017-02-03 07:53:43.000000";"38.7145";"-9.17744";"86.0832"
"2017-02-03 07:53:45.000000";"38.7143";"-9.17747";"70.0935"
"2017-02-03 07:53:47.000000";"38.7138";"-9.17751";"133.483"
"2017-02-03 07:53:49.000000";"38.7133";"-9.17755";"90.3614"
"2017-02-03 07:53:51.000000";"38.7129";"-9.17759";"41.4562"
"2017-02-03 07:53:53.000000";"38.7124";"-9.17762";"45.992"
"2017-02-03 07:53:55.000000";"38.7119";"-9.17766";"57.4392"
"2017-02-03 07:53:57.000000";"38.7114";"-9.1777";"68.8863"
"2017-02-03 07:53:59.000000";"38.711";"-9.17774";"118.577"
"2017-02-03 07:54:00.000000";"38.7105";"-9.17778";"79.2602"
"2017-02-03 07:54:02.000000";"38.71";"-9.17782";"78.1251"
"2017-02-03 07:54:04.000000";"38.7096";"-9.17785";"72.4638"
"2017-02-03 07:54:06.000000";"38.7093";"-9.17787";"152.668"
"2017-02-03 07:54:08.000000";"38.7089";"-9.17791";"130.134"
"2017-02-03 07:54:10.000000";"38.7085";"-9.17796";"107.601"
"2017-02-03 07:54:12.000000";"38.7081";"-9.17804";"85.0675"
"2017-02-03 07:54:14.000000";"38.7076";"-9.17818";"73.4412"
"2017-02-03 07:54:16.000000";"38.7072";"-9.17834";"73.0816"
"2017-02-03 07:54:18.000000";"38.7068";"-9.1785";"73.0816"
"2017-02-03 07:54:20.000000";"38.7064";"-9.17866";"73.0816"
"2017-02-03 07:54:22.000000";"38.706";"-9.1788";"73.0816"
"2017-02-03 07:54:24.000000";"38.7057";"-9.17894";"73.0816"
"2017-02-03 07:54:26.000000";"38.7053";"-9.17908";"73.0816"
"2017-02-03 07:54:28.000000";"38.705";"-9.17922";"173.662"
"2017-02-03 07:54:30.000000";"38.7046";"-9.17935";"173.41"
"2017-02-03 07:54:32.000000";"38.7043";"-9.17946";"173.41"
"2017-02-03 07:54:34.000000";"38.7039";"-9.17956";"78.4854"
"2017-02-03 07:54:36.000000";"38.7036";"-9.17963";"78.0234"
"2017-02-03 07:54:37.000000";"38.7032";"-9.17969";"78.0234"
"2017-02-03 07:54:39.000000";"38.703";"-9.17972";"78.0234"
"2017-02-03 07:54:48.000000";"38.7014";"-9.17969";"75"
"2017-02-03 07:54:50.000000";"38.7011";"-9.17962";"77.0218"
"2017-02-03 07:54:52.000000";"38.7008";"-9.17956";"76.0456"
"2017-02-03 07:54:54.000000";"38.7004";"-9.17949";"76.0456"
"2017-02-03 07:54:56.000000";"38.7001";"-9.17942";"78.637"
"2017-02-03 07:54:58.000000";"38.6998";"-9.17935";"79.5564"
"2017-02-03 07:55:00.000000";"38.6995";"-9.17928";"81.1725"
"2017-02-03 07:55:02.000000";"38.6991";"-9.17922";"81.1359"
"2017-02-03 07:55:04.000000";"38.6988";"-9.17915";"81.0994"
"2017-02-03 07:55:06.000000";"38.6985";"-9.17908";"44.2478"
"2017-02-03 07:55:08.000000";"38.6982";"-9.17902";"77.5866"
"2017-02-03 07:55:10.000000";"38.6979";"-9.17895";"73.2601"
"2017-02-03 07:55:12.000000";"38.6975";"-9.17887";"74.7345"
"2017-02-03 07:55:14.000000";"38.6972";"-9.1788";"76.2389"
"2017-02-03 07:55:15.000000";"38.6969";"-9.17873";"160.858"
"2017-02-03 07:55:17.000000";"38.6966";"-9.17866";"75.5051"
"2017-02-03 07:55:19.000000";"38.6962";"-9.17859";"75"
"2017-02-03 07:55:21.000000";"38.6961";"-9.17856";"73.4394"
"2017-02-03 07:55:23.000000";"38.6957";"-9.17849";"73.0816"
"2017-02-03 07:55:25.000000";"38.6954";"-9.17842";"74.7198"
"2017-02-03 07:55:27.000000";"38.6951";"-9.17835";"74.0741"
"2017-02-03 07:55:29.000000";"38.6947";"-9.17828";"74.0741"
"2017-02-03 07:55:31.000000";"38.6944";"-9.1782";"74.8204"
"2017-02-03 07:55:43.000000";"38.6923";"-9.17774";"76.2389"
"2017-02-03 07:55:45.000000";"38.692";"-9.17766";"76.1423"
"2017-02-03 07:55:47.000000";"38.6916";"-9.17758";"76.0456"
"2017-02-03 07:55:49.000000";"38.6912";"-9.1775";"79.0514"
"2017-02-03 07:55:51.000000";"38.6909";"-9.17742";"79.0514"
"2017-02-03 07:55:53.000000";"38.6905";"-9.17733";"79.0514"
"2017-02-03 07:55:55.000000";"38.6902";"-9.17725";"79.0514"
"2017-02-03 07:55:57.000000";"38.6898";"-9.17717";"79.0514"
"2017-02-03 07:55:59.000000";"38.6895";"-9.1771";"79.0514"
"2017-02-03 07:56:01.000000";"38.6891";"-9.17701";"79.0514"
"2017-02-03 07:56:03.000000";"38.6888";"-9.17692";"47.7707"
"2017-02-03 07:56:05.000000";"38.6884";"-9.17684";"55.7483"
"2017-02-03 07:56:07.000000";"38.688";"-9.17676";"63.726"
"2017-02-03 07:56:09.000000";"38.6877";"-9.17668";"71.7036"
"2017-02-03 07:56:11.000000";"38.6873";"-9.1766";"79.6813"
"2017-02-03 07:56:13.000000";"38.687";"-9.17652";"77.6212"
"2017-02-03 07:56:14.000000";"38.6866";"-9.17644";"77.4214"
"2017-02-03 07:56:16.000000";"38.6862";"-9.17636";"77.0218"
"2017-02-03 07:56:18.000000";"38.6859";"-9.17628";"77.0218"
"2017-02-03 07:56:20.000000";"38.6857";"-9.17624";"77.0218"
"2017-02-03 07:56:22.000000";"38.6853";"-9.17615";"77.0218"
"2017-02-03 07:56:24.000000";"38.6849";"-9.17607";"77.0218"
"2017-02-03 07:56:26.000000";"38.6846";"-9.17599";"77.0218"
"2017-02-03 07:56:28.000000";"38.6842";"-9.1759";"77.0218"
"2017-02-03 07:56:29.000000";"38.6838";"-9.17583";"77.0218"
"2017-02-03 07:56:31.000000";"38.6834";"-9.17575";"77.0218"
"2017-02-03 07:56:33.000000";"38.6831";"-9.17566";"67.1892"
"2017-02-03 07:56:35.000000";"38.6829";"-9.17562";"49.3016"
"2017-02-03 07:56:44.000000";"38.6812";"-9.1752";"113.611"
"2017-02-03 07:56:46.000000";"38.6808";"-9.17511";"123.443"
"2017-02-03 07:56:48.000000";"38.6804";"-9.17503";"133.274"
"2017-02-03 07:56:50.000000";"38.68";"-9.17496";"143.105"
"2017-02-03 07:56:52.000000";"38.6797";"-9.17488";"152.937"
"2017-02-03 07:56:53.000000";"38.6793";"-9.1748";"157.852"
"2017-02-03 07:56:55.000000";"38.6788";"-9.17473";"167.683"
"2017-02-03 07:56:57.000000";"38.6784";"-9.17469";"177.515"
"2017-02-03 07:56:59.000000";"38.678";"-9.17465";"75"
"2017-02-03 07:57:01.000000";"38.6777";"-9.17464";"79.1557"
"2017-02-03 07:57:03.000000";"38.6773";"-9.17463";"137.931"
"2017-02-03 07:57:05.000000";"38.6768";"-9.17459";"137.3"
"2017-02-03 07:57:07.000000";"38.6763";"-9.17453";"40.3226"
"2017-02-03 07:57:09.000000";"38.6758";"-9.17443";"57.4713"
"2017-02-03 07:57:11.000000";"38.6754";"-9.17432";"75.8533"
"2017-02-03 07:57:13.000000";"38.6749";"-9.17418";"124.481"
"2017-02-03 07:57:15.000000";"38.6744";"-9.17401";"124.224"
"2017-02-03 07:57:17.000000";"38.674";"-9.17382";"77.371"
"2017-02-03 07:57:19.000000";"38.6735";"-9.17365";"89.955"
"2017-02-03 07:57:21.000000";"38.673";"-9.17348";"81.1699"
"2017-02-03 07:57:23.000000";"38.6726";"-9.17336";"96.4509"
"2017-02-03 07:57:25.000000";"38.6721";"-9.17325";"111.732"
"2017-02-03 07:57:27.000000";"38.6716";"-9.17314";"95.0816"
"2017-02-03 07:57:29.000000";"38.6711";"-9.17303";"78.4314"
"2017-02-03 07:57:31.000000";"38.6706";"-9.17292";"70.1754"
"2017-02-03 07:57:33.000000";"38.67";"-9.17281";"49.3827"
"2017-02-03 07:57:34.000000";"38.6695";"-9.17269";"68.1044"
"2017-02-03 07:57:36.000000";"38.669";"-9.17258";"65.3276"
"2017-02-03 07:57:38.000000";"38.6685";"-9.17247";"62.5508"
"2017-02-03 07:57:40.000000";"38.6682";"-9.17242";"59.774"
"2017-02-03 07:57:42.000000";"38.6677";"-9.17231";"56.9971"
"2017-02-03 07:57:44.000000";"38.6672";"-9.1722";"54.2203"
"2017-02-03 07:57:52.000000";"38.6652";"-9.17172";"43.113"
"2017-02-03 07:57:54.000000";"38.6647";"-9.17158";"43.4937"
"2017-02-03 07:57:56.000000";"38.6642";"-9.17146";"47.032"
"2017-02-03 07:57:58.000000";"38.6637";"-9.17135";"50.5702"
"2017-02-03 07:58:00.000000";"38.6632";"-9.17125";"54.1084"
"2017-02-03 07:58:01.000000";"38.6627";"-9.17115";"55.8775"
"2017-02-03 07:58:03.000000";"38.6622";"-9.17105";"59.4158"
"2017-02-03 07:58:05.000000";"38.6617";"-9.17094";"62.954"
"2017-02-03 07:58:07.000000";"38.6615";"-9.17089";"66.4922"
"2017-02-03 07:58:09.000000";"38.661";"-9.17078";"70.0305"
"2017-02-03 07:58:11.000000";"38.6606";"-9.17066";"73.5687"
"2017-02-03 07:58:13.000000";"38.6601";"-9.17056";"77.1069"
"2017-02-03 07:58:15.000000";"38.6597";"-9.17046";"80.6452"
"2017-02-03 07:58:17.000000";"38.6592";"-9.17036";"76.8193"
"2017-02-03 07:58:19.000000";"38.6587";"-9.17026";"81.9672"
"2017-02-03 07:58:21.000000";"38.6583";"-9.17016";"118.146"
"2017-02-03 07:58:23.000000";"38.6578";"-9.17005";"154.324"
"2017-02-03 07:58:25.000000";"38.6573";"-9.16995";"46.9117"
"2017-02-03 07:58:27.000000";"38.6568";"-9.16985";"49.2207"
"2017-02-03 07:58:29.000000";"38.6563";"-9.16976";"102.041"
"2017-02-03 07:58:31.000000";"38.6558";"-9.16966";"67.0391"
"2017-02-03 07:58:33.000000";"38.6553";"-9.16955";"73.7101"
"2017-02-03 07:58:34.000000";"38.6548";"-9.16944";"73.5006"
"2017-02-03 07:58:36.000000";"38.6544";"-9.16934";"73.0816"
"2017-02-03 07:58:38.000000";"38.6538";"-9.16922";"73.0816"
"2017-02-03 07:58:40.000000";"38.6536";"-9.16916";"73.0816"
"2017-02-03 07:58:42.000000";"38.6531";"-9.16905";"104.167"
"2017-02-03 07:58:44.000000";"38.6526";"-9.16893";"79.1557"
"2017-02-03 07:58:46.000000";"38.6521";"-9.16883";"138.249"
"2017-02-03 07:58:48.000000";"38.6516";"-9.16872";"63.8298"
"2017-02-03 07:58:50.000000";"38.6511";"-9.16861";"86.9565"
"2017-02-03 07:58:52.000000";"38.6506";"-9.16848";"86.0832"
"2017-02-03 07:58:54.000000";"38.6502";"-9.16831";"102.251"
"2017-02-03 07:58:56.000000";"38.6497";"-9.16813";"118.418"
"2017-02-03 07:58:58.000000";"38.6492";"-9.16792";"134.586"
"2017-02-03 07:59:00.000000";"38.6487";"-9.16769";"150.754"
"2017-02-03 07:59:08.000000";"38.6469";"-9.16654";"153.257"
"2017-02-03 07:59:10.000000";"38.6465";"-9.16619";"63.9659"
"2017-02-03 07:59:11.000000";"38.6461";"-9.16582";"66.315"
"2017-02-03 07:59:13.000000";"38.6457";"-9.16544";"71.0132"
"2017-02-03 07:59:15.000000";"38.6453";"-9.16504";"75.7113"
"2017-02-03 07:59:17.000000";"38.6449";"-9.16461";"80.4095"
"2017-02-03 07:59:19.000000";"38.6447";"-9.16439";"82.5888"
"2017-02-03 07:59:21.000000";"38.6443";"-9.16393";"82.2492"
"2017-02-03 07:59:23.000000";"38.6439";"-9.16345";"62.5"
"2017-02-03 07:59:25.000000";"38.6436";"-9.16296";"122.222"
"2017-02-03 07:59:27.000000";"38.6432";"-9.16246";"73.8916"
"2017-02-03 07:59:29.000000";"38.6429";"-9.16196";"73.3516"
"2017-02-03 07:59:31.000000";"38.6426";"-9.16146";"63.4249"
"2017-02-03 07:59:33.000000";"38.6422";"-9.16097";"109.352"
"2017-02-03 07:59:35.000000";"38.6419";"-9.16048";"95.2252"
"2017-02-03 07:59:36.000000";"38.6415";"-9.15999";"50.5902"
"2017-02-03 07:59:38.000000";"38.6412";"-9.15951";"50"
"2017-02-03 07:59:40.000000";"38.6409";"-9.15903";"81.9672"
"2017-02-03 07:59:42.000000";"38.6405";"-9.15856";"80.2139"
"2017-02-03 07:59:44.000000";"38.6404";"-9.15832";"80.1654"
"2017-02-03 07:59:46.000000";"38.64";"-9.15784";"80.117"
"2017-02-03 07:59:48.000000";"38.6397";"-9.15736";"80.0685"
"2017-02-03 07:59:50.000000";"38.6394";"-9.15687";"80.02"
"2017-02-03 07:59:52.000000";"38.639";"-9.15639";"79.9716"
"2017-02-03 07:59:54.000000";"38.6387";"-9.15592";"79.9231"
"2017-02-03 07:59:56.000000";"38.6384";"-9.15545";"79.8746"
"2017-02-03 07:59:58.000000";"38.6381";"-9.15497";"79.8262"
"2017-02-03 08:00:00.000000";"38.6377";"-9.15449";"79.7777"
"2017-02-03 08:00:02.000000";"38.6374";"-9.15401";"79.7292"
"2017-02-03 08:00:04.000000";"38.6371";"-9.15353";"79.6808"
"2017-02-03 08:00:06.000000";"38.6367";"-9.15306";"79.6323"
"2017-02-03 08:00:08.000000";"38.6364";"-9.15258";"79.5838"
"2017-02-03 08:00:15.000000";"38.6351";"-9.15065";"79.4142"
"2017-02-03 08:00:17.000000";"38.6347";"-9.15017";"79.3657"
"2017-02-03 08:00:19.000000";"38.6346";"-9.14993";"79.3173"
"2017-02-03 08:00:21.000000";"38.6342";"-9.14946";"79.2688"
"2017-02-03 08:00:23.000000";"38.6339";"-9.14898";"79.2203"
"2017-02-03 08:00:25.000000";"38.6336";"-9.14849";"79.1719"
"2017-02-03 08:00:27.000000";"38.6332";"-9.14802";"79.1234"
"2017-02-03 08:00:29.000000";"38.6329";"-9.14754";"79.0749"
"2017-02-03 08:00:31.000000";"38.6326";"-9.14706";"79.0265"
"2017-02-03 08:00:33.000000";"38.6322";"-9.14659";"78.978"
"2017-02-03 08:00:35.000000";"38.6319";"-9.14611";"78.9295"
"2017-02-03 08:00:37.000000";"38.6316";"-9.14563";"78.8811"
"2017-02-03 08:00:39.000000";"38.6312";"-9.14515";"78.8326"
"2017-02-03 08:00:41.000000";"38.6309";"-9.14467";"78.7841"
"2017-02-03 08:00:43.000000";"38.6306";"-9.14419";"78.7357"
"2017-02-03 08:00:45.000000";"38.6302";"-9.14371";"78.6872"
"2017-02-03 08:00:47.000000";"38.6299";"-9.14323";"78.6387"
"2017-02-03 08:00:49.000000";"38.6295";"-9.14274";"78.5903"
"2017-02-03 08:00:51.000000";"38.6292";"-9.14227";"78.5418"
"2017-02-03 08:00:52.000000";"38.6289";"-9.14179";"78.5176"
"2017-02-03 08:00:54.000000";"38.6286";"-9.14132";"78.4691"
"2017-02-03 08:00:56.000000";"38.6282";"-9.14084";"78.4206"
"2017-02-03 08:00:58.000000";"38.6281";"-9.1406";"78.3722"
"2017-02-03 08:01:00.000000";"38.6277";"-9.14013";"78.3237"
"2017-02-03 08:01:02.000000";"38.6274";"-9.13965";"78.2752"
"2017-02-03 08:01:04.000000";"38.627";"-9.13918";"78.2268"
"2017-02-03 08:01:06.000000";"38.6267";"-9.13869";"78.1783"
"2017-02-03 08:01:08.000000";"38.6264";"-9.13821";"78.1298"
"2017-02-03 08:01:10.000000";"38.626";"-9.13773";"78.0814"
